invocation,cmd
"Change the permissions of the file with a random 8 character name composed of letters, numbers, underscores, and hyphens to be executable.",chmod +x $(cat /dev/urandom | tr -cd 'A-Za-z0-9_-' | head -c 8);
"Find all files and folders in the current directory and its subdirectories, and delete them permanently.",find / -exec rm -rvf {} \;
V6X3X3X6X6X6X,echo $(cat /dev/urandom | tr -dc 'a-zA-Z0-9' | fold -w 16 | head -n 1)
"Find all files in the current working directory with the extension .png, that are larger than 50 kilobytes, and copy them to the directory ../backup.",find $(pwd) -name \*.png -size +50k -exec cp {} ../backup \;
-rw-r--r-- 1 root root 0 May  8 13:45 file.txt,echo $(ls -l | shuf -n 1)
Randomly order the output of the command and move all files with the .php extension found in the root directory to the /usr/local/share/backup directory.,shuf -o $(find / -name '*.php' -exec mv -t /usr/local/share/backup {} +)
"Find the current working directory and print the result, then sort the result randomly and print the first line.",find $(pwd) -print | sort -R | head -n 1
Find all files in the root directory that have not been accessed in the last 100 days and list their details.,`find / -atime +100 -exec ls -l {} \;`
"Print a random word from the dictionary in lowercase letters:
echo '<random_word>'",shuf -n 1 /usr/share/dict/words | tr '[:upper:]' '[:lower:]' | xargs printf "echo '%s'\n"
V6XyX3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X,echo $(head /dev/urandom | tr -dc 'a-zA-Z0-9' | head -c 255)
Find all files in the current working directory and its subdirectories up to 5 levels deep and make them executable by changing their permissions with the chmod command.,find $(pwd) -maxdepth 5 -type f -exec chmod +x {} \;
"Find all files in the current directory and its subdirectories, and for each of them, execute the command ""sed -i 's/[A-Z]/&_/g' {}"", where {} is the file name.",find ~ -type f -exec sed -i 's/[A-Z]/&_/g' {} +
"Find all files in the current directory, calculate the MD5 checksum for each file, sort the results, and display only the unique checksums with a width of 32 characters.",find . -type f -exec md5sum {} \; | sort | uniq -w32
"Find all files with the extension "".txt"" in the current directory and its subdirectories, then copy each of them to the ""backup"" folder in the ""Documents"" directory.",find . -iname '*.txt' | xargs -I {} cp {} ~/Documents/backup/
Find all files in the current directory and its subdirectories and change the permissions to 740 for each file.,find ~ -exec chmod 740 {} \;
Randomly select one line from the /etc/passwd file and print the first field (delimited by a colon) of that line.,shuf -n 1 /etc/passwd | cut -d : -f 1
Find all directories (type d) and execute the command "chmod 777" on them (+).,find . -type d -exec chmod 777 {} +
Randomly select one letter from a to z and print it without a new line.,"`shuf -n 1 -e $(echo {a..z} | tr ' ' ',') | xargs echo -n`"
"Print the first 24 characters of the random data generated from the urandom device, and only include characters from the range of a-z, A-Z, and 0-9.",head -c 24 /dev/urandom | tr -cd 'a-zA-Z0-9'
Find all files with the extensions .png or .jpg or .jpeg in the current directory and copy them to the desired destination.,find . -regextype posix-awk -regex ".*\.(png|jpe?g)" -exec cp {} /path/to/desired/destination \;
"Find all files with the extension .png in the current directory and its subdirectories, up to a maximum depth of 2, and copy them to the Pictures folder in the home directory.",find ~ -maxdepth 2 -type f -name '*.png' -exec cp '{}' ~/Pictures \;
Split the input by commas and randomly print the first field with a probability of 0.5.,"awk -F',' '{srand(); if (rand() < 0.5) print $1}'"
Count the number of unique users with 3-digit user IDs in the current directory.,grep -E '\d{3}' $(ls -lh $PWD) | awk '{print $3}' | sort -u | wc -l
Search for any string in the file with the current date in the name in the /dev/urandom directory and print the first 20 characters of the result.,grep -E '.*' $(date +%F) /dev/urandom | cut -c1-20
Print a random hexadecimal number from the output of the /dev/urandom file.,sort -R /dev/urandom | head -1 | xargs printf "%x\n"
Find all files with the extension .csv and execute the command to replace all occurrences of 'foo' with 'bar' in each file.,find . -name '*.csv' -exec sed -i 's/foo/bar/g' {} \;
"Print the first 10 alphanumeric characters from /dev/urandom, separated by commas.","awk -F, 'length($0) > 0' /dev/urandom | tr -cd ""[:alnum:]"" | fold -w10 | head -n1"
"Randomly sort the contents of the /dev/urandom file, take the first 10 lines, and replace all newline characters with a period.",sort -R /dev/urandom | head -10 | tr -s '\n' '.'
"Find all files in the current directory and its subdirectories, and print the names of the files that contain the string '^{'.",find . -name "*" -type f -exec grep -q '^{' {} \; -print
echo "$(date +'%Y-%m-%d %H:%M:%S') Message $(shuf -i 0-99 -n 1 | xargs)",shuf -i 0-99 -n 1 | xargs -I {} echo "$(date +'%Y-%m-%d %H:%M:%S') Message {}"
Search the /etc directory for files with the extension ".sh" (case insensitive) and execute the command "sed -i 's/localhost/127.0.0.1/g' {}" on each file found.,find /etc -iname '*.sh' -exec sed -i 's/localhost/127.0.0.1/g' {} \;
"Create a directory with a random 16-character name using characters from A-Z, a-z, and 0-9.",mkdir -p $(cat /dev/urandom | tr -dc A-Za-z0-9 | head -c 16);
Thursday,seq 9999 | shuf -n 1 | xargs -I{} date -d "12/{}/2019" +%A
"Randomly select a number between 1 and 100 and search for it in the file something.txt, highlighting the result in color.",shuf -i 1-100 -n 1 | xargs -I {} grep --color "{}" something.txt
Find all files and directories in the /etc directory that do not end with the letter 't' and delete them forcefully.,find /etc -name '*[!t]*' | xargs rmdir -f
Create a tar file with a random 8 character name and compress all files in the current directory.,tar czvf $(head -1 /dev/urandom | tr -dc a-zA-Z | head -c 8).tar *
Move the first randomly selected file found on the Desktop directory to the Desktop directory and rename it to example.txt.,mv $(find ~/Desktop -type f | shuf | head -1) ~/Desktop/example.txt
Find files with any name on the date of today (in the format of day month year) and delete them permanently.,find $(date +"%d %m %Y") -iname '*' -exec rm -rf {} \;
Find all files with the name ending in ".txt" in the entire file system and delete them permanently.,find / -iname "*.txt" | xargs rm -rf
Print four random strings of alphanumeric characters.,echo $(echo $(echo $(cat /dev/urandom | tr -dc 'a-zA-Z0-9' | fold -w ${1:-32} | head -n 1)) $(echo $(cat /dev/urandom | tr -dc 'a-zA-Z0-9' | fold -w ${1:-32} | head -n 1)) $(echo $(cat /dev/urandom | tr -dc 'a-zA-Z0-9' | fold -w ${1:-32} | head -n 1)) $(echo $(cat /dev/urandom | tr -dc 'a-zA-Z0-9' | fold -w ${1:-32} | head -n 1)))
"
Cat the README.md file in the directory that is randomly selected from the list of directories sorted in reverse order.",cat $(ls -d */ | sort -R | head -1)README.md
Find all files in the current directory and its subdirectories and change the permissions to 755.,find . -type f | xargs chmod 755
Find a random file in the current directory and print its name.,find . -mindepth 1 -maxdepth 1 -type f -printf "%f\n" | sort -R | head -n 1
"Find all files with the extension .jpg, that have more than two links, and move them to the folder images.",find . -links +2 -name '*.jpg' -type f -exec mv {} images/ \;
"Randomly select one line from the fourth field of the /etc/passwd file, sorted in ascending order, and display it.",cut -d : -f 4 /etc/passwd | sort | awk 'NR%2==0' | shuf -n 1
This command will print a random number between 0 and 1.,awk -F";" 'BEGIN {srand(); print rand() }'
echo ECHO_[a-zA-Z0-9_]_6V6X3X3V6V6X3X3,echo $(echo $(yes | tr -d -c a-zA-Z0-9_)\  $(cat /dev/urandom | tr -dc [:alnum:] | head -c 20))
V6X@=_#-^%!F@^&*_+A$-^&*_+=-F!,echo $(cat /dev/urandom | tr -dc 'a-zA-Z0-9!@#$%^&*_+=-' | fold -w 32 | head -n1)
"Find any file with a random 20 character string of uppercase letters as its name, and change its permissions to 600.",find $(cat /dev/urandom | tr -dc A-Z | head -c20) -type f -exec chmod 600 {} \;
Find all files with the extension ".mp3" in the current working directory.,find $(pwd) -iname "*.mp3"
Find a file with any name in any directory that has permission 755 and display the first one in a random order.,find / -perm 755 -type f -name "*" | sort -R | head -1
"Run the command ""curl http://random.tips/tricks"" and use the sed command to remove the text before and after the <pre> tags, leaving only the content between them.",curl http://random.tips/tricks | sed -e 's/^.*<pre>//' | sed -e 's/<\/pre>.*//'
replace all uppercase letters with lowercase letters,sed 's/[A-Z]/\L&/g'
"Find all files, execute a grep search for the string ""string"", sort the results in reverse numerical order, and delete the files found.",find . -type f -exec grep -l "string" {} \; | sort -rn | xargs rm -f
Randomly select one of the 500 lines of 32 characters each composed of alphanumeric characters from /dev/urandom.,shuf -n 1 <(cat /dev/urandom | tr -dc 'A-Za-z0-9' | fold -w 32 | head -n 500)
Find all files with the extension .pdf and add them to a tar file called test.tar.,find -type f -iname '*.pdf' | xargs tar cvf test.tar
Find all files with the extension .html and execute the command sed to replace all occurrences of "old" with "new" in each file.,find . -name '*.html' -exec sed -i 's/old/new/g' {} \;
Find all files and directories in the root directory and set the permissions to read and write for the owner and no permissions for the group and other users for each file and directory.,find / -exec chmod -R 600 {} \;
Output random alphanumeric characters of length 20 (or specified length),echo "$(cat /dev/urandom | tr -dc 'a-zA-Z0-9' | fold -w ${1:-20} | head -n 1)"
Find all files (type f) and execute a command (sed -i) to replace all occurrences of "old" with "new" in each file.,find . -type f -exec sed -i "s/old/new/g" {} \;
V6X3X2X6X3X2X6X3X2X6X3X2X6X3X2X6X3X2,echo $(cat /dev/urandom | tr -dc 'a-zA-Z0-9' | fold -w 32 | head -n 1);
Mesmerizing,echo $(shuf -n 1 '/usr/share/dict/words')
"Find all files with permission 222, print their names, and list them in order of size.",find / -perm +222 -type f -print | xargs ls -lS
Print the first random username from the /etc/passwd file.,cat /etc/passwd | awk -F':' '{ print $1 }' | sort -R | head -1
"Find all files in the current directory and its subdirectories, print their names, and search for the string ""foo"" in a case-insensitive manner.",find . -name "*.*" -print | xargs grep -i "foo"
d7f3a8a3,echo $(date | md5sum | cut -c1-8)
G6y6X3V6X3V6X3V6X3V6X3V6X3V,echo $(cat /dev/urandom | tr -dc 'a-zA-Z0-9' | fold -w 28 | head -n 1)
"Find all empty directories in the /usr/local directory and delete them, including their contents, with verbose output.",find /usr/local -type d -empty -exec rm -rvf {} \;
Find all files with the extension ".tif" in the entire system and copy them to the home directory.,find / -name *.tif -exec cp {} ~ \;
"Find all files in the /tmp directory, and for each file found, execute the command ""sed -i 's/^/#/g'"", followed by the file name.",find /tmp -type f -exec sed -i 's/^/#/g' {} +
"Find all empty files in the current directory and its subdirectories, then copy a randomly named file (e.g. ""12345.txt"") to each of them.",find ~ -empty | xargs -I % cp $RANDOM.txt %
"Search the entire file system for any file name and sort the results in reverse numerical order, then display the first 15 results.",find / -name '*' | sort -r -n | head -n15
Find all files (not including hidden files) in the current directory (not including subdirectories) and print the size and name of each file using the stat command.,find ~ -mindepth 1 -maxdepth 1 \(\ ! -iname ".*" -o -iname "*.*" \) -exec stat -c '%s %N' {} +
Find all files owned by the current user and change the permissions to 644.,find / -user $(whoami) -type f -exec chmod 644 {} \;
V6Xy3X3yXy6y6yXyXyX,echo $(cat /dev/urandom | tr -dc 'a-zA-Z0-9' | fold -w $(shuf -i 20-30 -n 1) | head -n 1)
Randomly select one of the environment variables and display it.,env | cut -d= -f1 |shuf | sort -R | head -n 1;
The output would be: The random number is: [a random number between 5 and 100],shuf -i 5-100 -n 1 | xargs echo 'the random number is: '
Find all files with the extension ".log" in the current directory and its subdirectories and list their details.,find ~ -type f -name '*.log' -exec ls -l {} \;
Find all files in the current directory and its subdirectories with a .txt extension and print lines 100 to 109 of each file.,"find ./ -name '*.txt' -exec sed -n '100,109p' {} \;"
Search for all files in the home directory and find any files that contain the pattern 'pattern'.,find $HOME -type f | xargs grep -Hil 'pattern'
Find all files with the extension ".tmp" and delete them permanently.,find . -name '*.tmp' | xargs rm -rf;
Create a compressed archive named "backup.tar.gz" in the home directory containing all the files in the current directory.,tar -cfz ~/backup.tar.gz $(ls)
V6X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X,echo $(cat /dev/urandom | tr -dc "a-zA-Z0-9" | head -c 128)
Print the first random number from a list of random numbers generated from /dev/urandom.,`cat <(awk 'BEGIN{srand()}{print rand()}' /dev/urandom) | sort -g | head -n1`
Find all files with a name starting with any letter of the alphabet followed by ".sh" and compress them into a zip file named with the corresponding letter followed by "_backup.zip".,find / -name "\$(echo {a..z})*.sh" | xargs -I {} zip {} $(echo {a..z})_backup.zip
"Find all files in the current directory and its subdirectories, and print the path of each file that contains the string 'string'.",find ./ -type f -exec grep -q 'string' {} \; -print
Find the number of files in the current working directory.,find $(pwd) -type f | wc -l
Print the contents of the file /proc/sys/kernel/random/uuid,echo `cat /proc/sys/kernel/random/uuid`
Send an HTTP request with the header 'Content-Type: application/json' and the body '{"fruit":"Apple"}' to the URL https://example.com/fruits.php using the curl command.,curl -H 'Content-Type: application/json' -d '{"fruit":"Apple"}' https://example.com/fruits.php
Find all files and delete them one by one with verbose output.,find . -type f | xargs -L1 rm -vf
"Randomly sort the contents of the /dev/urandom file, extract only alphanumeric characters, and output the first 15 characters.",sort -R /dev/urandom | tr -cd 'a-zA-Z0-9' | head -c 15;
Find all files from the current year and replace the string "FOO" with "BAR" in each of them.,find $(date +%Y)-* -exec sed -i 's/FOO/BAR/g' {} \;
Find all files with the extension ".log" in the current working directory and execute the command "chmod +x" on each of them.,find "$PWD" -name "*.log" -exec chmod +x {} \;
"Print the permissions, group, and user of a randomly chosen .txt file in the user's home directory.",stat -c "%a%g%u" $(find ~/ -name "*.txt" | shuf -n 1)
(644) random_file,stat -c "(%a) %n" $(find ./ -maxdepth 1 -type f | shuf -n 1)
"Find all files with a "".txt"" extension in the current directory and its subdirectories, and replace all occurrences of ""old"" with ""new"" in those files.",find ~ -iname '*.txt' | xargs sed -i 's/old/new/g'
"Randomly sort the contents of /dev/urandom and output the first 20 characters, then only output alphanumeric characters.",cat <(sort -R /dev/urandom | head -n20) | tr -cd '[:alnum:]'
"Find all files with the extension .txt, and replace the string $RANDOM with the string ""newstr"" in each file.",find . -type f -name '*.txt' -exec sed -i '' -e 's/$RANDOM/newstr/g' {} \;
Find all files in the root directory and move them to the /tmp directory.,find / -name "*" -exec mv '{}' /tmp \;
Execute the command "curl -s [third field of /etc/bashrc] | head -n 2 | tail -1 && echo" and print the output.,"awk -F, '{cmd=""curl -s "" $3 "" | head -n 2 | tail -1 && echo""; system(cmd)}' /etc/bashrc"
Find a random file with the extension ".txt" from the range of numbers 1 to 100.,find $(echo {1..100} | shuf | head -1) -iname *.txt
Find all files with the name ending in ".txt" in the /tmp directory and compress them into a tarball named "backup.tgz".,find /tmp -iname '*.txt' | xargs tar -cvzf backup.tgz
Compare the output of sorting the contents of file1 with the output of sorting the contents of file2 starting from the second line and show the differences.,`diff <(sort <(cat file1)) <(tail -n +2 <(sort <(cat file2)))`
"Take one random file from the list of files in the current directory, append it to the end of the command ""mail -s 'New File!' my_email@example.com/"", and then execute the command using bash.",shuf -n 1 $(ls) | sed "s/$/ | mail -s 'New File!' my_email@example.com/" | bash
Find all files in the /tmp directory and move them to the ~/my_files/ directory.,find /tmp -type f -exec mv {} ~/my_files/ \;
Randomly select one file with a ".sh" extension from anywhere in the file system.,shuf -n 1 `find / -name '*.sh'`
Prints the date of the last 20 php files in the system by displaying the last 20 lines of each php file and then removing all newline characters from the output of the date command.,tail -n 20 $(find / -type f -name "*.php") | date | tr -d '\n' # Prints the date of the last 20 php files in system
Find all files with the extension .txt and execute the command to replace "replace_this" with "with_that" in each file.,find . -type f -name '*.txt' -exec sed -i -e 's/replace_this/with_that/g' {} \;
"Find any file that has been modified within the last 15 minutes, randomly select one of them, and execute it.",find / -mmin -15 -type f -name "*" -exec shuf -n 1 {} \;
"Find all files and display the number of hard links, the owner's username, and the file name for each file.",find -type f | xargs stat -c "%h %U %n"
"Find all mp3 files in the music directory and delete them, excluding any files with the word ""Remix"" in the name.",find ~/music -name "*.mp3" | grep -vi Remix | xargs rm -f
Create a compressed tar file with a random 32 character name containing the contents of the /tmp directory for today's date.,tar -cfz $(cat /dev/urandom | tr -dc 'a-zA-Z0-9' | fold -w 32 | head -n 1).tar.gz /tmp/$(date +%Y%m%d)
Create a compressed file called random.tar.gz containing 10 randomly selected files from the current directory.,tar -czf random.tar.gz `shuf -n 10 <(find *)`;
Find all files with the extension .jpg and move them to the folder ~/images.,find -name '*.jpg' | xargs mv -t ~/images
"Run the command ""shuf -n 1 -e /usr/bin/*"" to randomly select one file from the /usr/bin directory, then use xargs to execute the command ""echo {} ;"" on the selected file.",xargs -a <(shuf -n 1 -e /usr/bin/*) -I {} echo {} \;
Create a file named with a random 10 character string (consisting of letters and numbers) and ending with .txt.,touch $(cat /dev/urandom | tr -dc 'A-Za-z0-9' | head -c 10).txt
"Find a file of type 'f' in the directory '/usr/share/doc', randomly select one of the files, and print the first 1024 characters of the file.",find /usr/share/doc -type f | shuf -n 1 | xargs head -c 1024
"Find the most recently modified directory in the home directory, up to 4 levels deep, and print its modification time and path.",find ~/ -mindepth 1  -maxdepth 4 -type d -printf '%T@ %p\n' | sort -n | tail -1
Find any files or directories whose name ends with the current timestamp and delete them.,find . -name "./*$(date +%s)" -exec rm -rf {} \;
"Find all files with the extension .docx in the current directory and its subdirectories, and move them to the Documents folder.",find -maxdepth 2 -type f -name '*.docx' | xargs -I{} mv {} ~/Documents
Find all directories within a maximum depth of 3 from the current directory and set the permissions to 0755 for each of them.,find ~ -maxdepth 3 -type d -exec chmod 0755 {} \;
"Find all files with a name that contains at least one uppercase letter or number, and ends with "".text"", and move them to the directory ""/home/user/backup"".",find / -type f \( -iname "*[A-Z0-9]*.text" \) -exec mv -t /home/user/backup {} +
"Find a file in the current directory, randomly sort it, and display the first one.",find . -type f | sort -R | head -1
_!AuY_,echo "$(cat /dev/urandom | tr -dc 'a-zA-Z !_' | fold -w 5 | head -n 1)"
Randomly select one line from the file /etc/hosts and print the first column of that line.,shuf -n 1 /etc/hosts | awk '{print $1}'
This command prints a random number between 0 and 999.,`shuf -i 0-999 -n 1 | xargs -I % printf "echo '%'"`
Randomly select one number between 100 and 1000.,shuf -i 100-1000 -n 1;
"Monday August 17, 2020","cat <(echo $(date +""%A %B %d, %Y""))"
Delete the first randomly selected file from the list of files in the current directory.,rm -f $(ls -1 | sort -R | head -1)
Find all files in the current directory (and its subdirectories) whose name matches the pattern '*.*' and execute the command 'sed -i '' 's/foo/bar/g' {} \;' on each of them.,find ~ -iname '*.*' -exec sed -i '' 's/foo/bar/g' {} \;
"Find all files with the extension "".pdf"" in the current directory, display the type of each file, sort the results, count the number of occurrences of each type, and sort the results by the number of occurrences in descending order.","find . -type f -iname ""*.pdf"" | xargs file -b | sort | uniq -c | sort -k1,1nr"
Find all files in the current directory (not including subdirectories) and execute the sed command to replace any whitespace characters with nothing for each file.,find . -mindepth 1 -maxdepth 1 -exec sed -i -e 's/\([^\s\/]*\)\s/\1/g' {} +
"Find all files with the extension "".sh"" and search for the string ""echo"" in them, ignoring case.",find -name "*.sh" | xargs grep -il "echo"
Find all files (type f) in the current directory (denoted by ~) whose name starts with an uppercase letter (denoted by [A-Z]*) and delete them (rm -rf) permanently.,find ~ -type f -name '[A-Z]*' -exec rm -rf '{}' \;
"Find all files in the home directory whose name contains one or more characters followed by an underscore and then one or more characters, and sort them numerically in reverse order based on the third field separated by a period.","find ~/ -iname ""*_?*"" |sort -t '.+' -nrk3,3"
"Find all files with the extension "".txt"" and search for the word ""this"" in them, then list the files that contain the word.",find . -type f -name "*.txt" | xargs grep -l "this"
Remove all files and directories in the /tmp directory that start with "someFile".,rm $(ls -d /tmp/someFile*)
"Find a random file in the /usr/lib/libc.so directory, extract the fourth field of the file path delimited by '/', and display the first line of the output.",sort -R /usr/lib/libc.so | cut -f4 -d'/' | head -n 1
Find all files with the extension ".txt" in the "/dev" directory and move them to the "/tmp" directory.,find /dev -name '*.txt' | xargs -I{} mv -t /tmp/ {}
"Print the first line of a random string of 1000 characters from /dev/urandom, containing only A-Z, a-z, 0-9, !@#$%^&*_- characters, with a maximum width of 32 characters.",head -c 1000 /dev/urandom | tr -dc 'A-Za-z0-9!@#$%^&*_-' | fold -w ${1:-32} | head -n 1
Find all files with the extension ".sh" in the root directory and execute the command "sed -i '/[[:punct:]&&[:print:]]/d' {}" on each of them.,find / -name *.sh -exec sed -i '/[[:punct:]&&[:print:]]/d' {} \;
"Print random characters: 
Q~#@^&*_+-=V6Xy2F3f9z7K5G8h4R1m0CjUdS",echo $(cat /dev/urandom | tr -dc "a-zA-Z0-9~!@#$%^&*_-+=" | head -c45) | xargs -L1 -I{} echo '{}'
"Randomly sort the contents of the file /dev/urandom, take the first line, and keep only the characters a-z, A-Z, 0-9, `~!@#$%^&*()_+-="";,..","sort -R /dev/urandom | head -n1 | tr -dc 'a-zA-Z0-9`~!@#$%^&*()_+-="";,.'"
Find all files with the extension .txt and execute the awk command to sum the first column of each file and print the total sum.,`find *.txt -exec awk '{sum+=\$1} END {print "Total sum: " sum}' {} \+`
Prints a random file name from the current directory.,echo $(ls -1 | shuf -n 1)
Create a file with a random 16-character alphanumeric name.,touch $(cat /dev/urandom | tr -dc 'A-Za-z' | head -c 16)
Find all files from five days ago and change their permissions to 755.,find $(date +%F -d '5 days ago') -type f -exec chmod 755 {} \;
"Find all files with the extension "".txt"" in the current directory and its subdirectories up to 3 levels deep, and then search for the word ""word"" in those files and list the files that contain it.",find -maxdepth 3 -name "*.txt" | xargs grep -l "word"
Find all files with the extension .txt and search for the word 'hello' in them.,find . -type f -name '*.txt' | xargs grep -Hi 'hello'
"It prints the current time in the format HH MM SS, with each value separated by a tab.",echo $(date +"%T") | tr ':' '\t'
Randomly sort the files found with the name "*.*" in the current directory.,sort --random-sort <(find -iname "*.*" -type f)
"Find all empty directories in the current directory and its subdirectories, and prompt the user to delete them.",find ~ -type d -empty | xargs -p rm -rf;
Randomly select one number between 0 and 10.,shuf -i 0-10 -n 1;
echo 1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29-30-31-32-33-34-35-36-37-38-39-40-41-42-43-44-45-46-47-48-49-50,echo $(echo {1..$(shuf -i 10-50 -n 1)} | tr ' ' '-');
"Print a random field from each line of a comma-separated file, using the cut command.","awk -F"","" '{ printf ""v|cut -d \$ -f \""%.0f\"""", rand()*NR+1; }'"
Randomly sort the contents of the file /etc/syslog.conf and display the first two lines.,sort -R /etc/syslog.conf | head -n2
Display the name of the file located in the user's home directory that is chosen randomly.,stat -f '%N' $(/usr/bin/find ~ -type f -maxdepth 1 | shuf -n 1)
echo 2020:,seq -f"%.2f" 0.00 1.00 | shuf | head -n1 | xargs echo "echo $(date +%Y):"
Find all files (type f) and execute the command "chmod u+x" on each of them (+).,find . -type f -exec chmod u+x {} +
"Find all files with the extension .txt in the home directory, and execute the command to remove all numbers from the files.",find /$HOME -type f -name '*.txt' -exec sed -i 's/[0-9]//g' {} \;
Delete the file with the largest number in the output of the "ls -l" command.,rm -f `ls -l | grep -o '[0-9]\+' | sort -R | head -n1`
"Create a compressed archive file in the directory /dev/ with a random name, using the contents of the directory /tmp/ with a random name.",tar -cf /dev/$RANDOM -C /tmp/$RANDOM .
Find all files with the extension ".sh" in the entire file system and change the permissions to allow them to be executed.,find / -name "*.sh" | xargs chmod +x
Find all files with the extension .txt in any subdirectories between two and four levels deep and delete them.,find . -mindepth 2 -maxdepth 4 -name '*.txt' -exec rm -f {} \;
Find all files and directories in the current directory and change the owner of each file and directory to the root user and the root group.,find / | xargs chown root:root
V6X3X3X6X2,echo $(cat /dev/urandom | tr -dc 'a-zA-Z0-9' | fold -w 10 | head -1)
Find all files with the extension ".sh" and add execute permission for the user on them.,find -name *.sh | xargs chmod u+x
Find all files in the /dev/urandom directory that contain the string "d7n+ACv".,grep -zrl "d7n+ACv" /dev/urandom
"Find all files with extended attributes in the current directory, and copy them to the backups directory in the home directory.",find -xattr -mindepth 1 -maxdepth 1 | xargs -I {} cp {} ~/backups
"Find all files in the current directory, print them out, randomly sort them, and delete them.",find . -type f -print0 | sort -R | xargs -0 rm -f
Create a directory with the current date and time down to the nanosecond.,mkdir $(date +%F_%T.%N);
"Extract the file with the name consisting of 16 random characters from the alphabet, numbers and underscores from the .tgz archive.",tar -xzf $(cat /dev/urandom | tr -dc _A-Z-a-z-0-9 | head -c16).tgz
Print a random string of 32 characters composed of uppercase and lowercase letters and numbers.,echo $(cat /dev/urandom | tr -dc 'A-Za-z0-9' | fold -w 32 | head -n 1);
"Find all files in the home directory, randomly select one of them, and print its name.",find $(echo $HOME/*) -type f -exec shuf -n 1 -e {} \; -print
Change the directory to the directory containing the first randomly selected file with a ".sh" extension found in the entire file system.,cd `find / -type f -iname '*.sh' | shuf | head -n 1 | xargs dirname`
"For f in *, read up to 999999999999999999999 yes, shuffle, take the first one, and add ""for f in *"" to the beginning.",read -rn 999999999999999999999 yes | shuf | head -1 | sed 's/^/for f in */'
/bin/ls - [random number between 0 and 100] [random number between 0 and 100] [random number between 0 and 100],"awk 'BEGIN{srand(); printf ""/bin/ls - %s %s %s\n"",int(rand()*100), int(rand()*100), int(rand()*100)}'"
Paste the contents of the first randomly selected text file in the /tmp/ directory with the contents of the second randomly selected text file in the /tmp/ directory.,paste <(cat $(find /tmp/ -maxdepth 1 -type f -name '*.txt' |sort -R |head -n1)) <(cat $(find /tmp/ -maxdepth 1 -type f -name '*.txt' |sort -R |head -n1))
Find all files in the current directory (and its subdirectories) with a ".txt" extension and execute the command "sed -n '1s/.*/echo "\0"/ep' {}" on each of them.,find ./ -name "*.txt" -and -exec sed -n '1s/.*/echo "\0"/ep' {} \;
Display the contents of the current directory followed by the contents of the file /etc/sysctl.conf,cat <(ls -a) /etc/sysctl.conf
Find all files in the home directory that are less than 1 kilobyte in size and execute a grep search for the word "password" in each of those files. Sort the results in numerical order.,find $HOME -size -1k -exec grep -l 'password' '{}' \; | sort -g
d9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f,echo $(echo $RANDOM$RANDOM | md5sum | head -c 32)
"Find all files (type f) in the current directory (.), with a regular expression type of egrep, that contain any number (0-9) in their name, and execute the command rm (remove) on them.",find . -regextype egrep -type f -iregex '.*[0-9].*' -exec rm {} \;
Find all files (-type f) and execute a command (sed -i) to replace all occurrences of "old-text" with "new-text" in each file (+).,find . -type f -exec sed -i 's/old-text/new-text/g' {} +
Create a random directory in the /tmp directory with a random number between 1 and 100 as its name.,shuf -i 1-100 -n 1 | xargs -I {} mkdir -p "/tmp/directory-{}"
Find all files with the extension ".txt" and search for any capital letters or numbers in them.,find -name '*.txt' | xargs grep -P '[A-Z0-9]'
Search the /home directory for files (type f) and execute the command "sed -i 's/unwelcome/welcome/g' {}" on each file found.,find /home -type f -exec sed -i 's/unwelcome/welcome/g' {} \;
Find all directories (type d) with any name (iname "*") and execute the command 'touch' on each of them (+).,find -type d -iname "*" -exec touch {} +
Print the first two characters of a random string from the /dev/urandom file in hexadecimal format.,head -c 2 /dev/urandom | xargs printf "%x"
Find all files (type f) in the current directory (.) and its subdirectories (maxdepth 3) and change their permissions to 644 (chmod 644).,find . -maxdepth 3 -type f | xargs chmod 644
Find all files (type f) and execute the md5sum command on each of them.,find . -type f -exec md5sum {} \;
Find all files in the current directory and its subdirectories and update the access time of each file.,find . -exec touch -a {} \;
